customer_id,age_bucket,gender,city,purchase_history_orders,aov_value_rupees,review_sentiment,loyalty_score,uses_coupons,peak_buy_month_span,seasonal_trend,conversion_rate_bucket,online_preference_1_online_0_offline,payment_1_cod_0_upi,top3_apparel_types,major_products_bought_together,discount_clicks,return_ratio,persona
909,25-34,M,Mumbai,17,3638,moderate,1,1,Jan-Feb,Diwali,>50,0,0,"athleisure,innerwear,ethnic",ethnic and innerwear,0.0,32,ethnic desi
910,25-34,M,Mumbai,20,1403,bad,0,0,Jan-Feb,Spring,10-30,1,1,"belts,polo,ethnic",,0.0,27,sports buyer
911,25-34,M,Mumbai,1,3067,good,1,0,Mar-Apr,Winter,10-30,1,0,"polo,shirts,pants",shirt and pants,0.0,11,formals buyer
912,25-34,F,Mumbai,20,2669,bad,1,0,Mar-Apr,New Year,30-50,0,0,"polo,belts,pants",shirt and pants,0.0,28,formals buyer
913,35-46,F,Delhi,6,839,bad,0,1,Mar-Apr,Spring,30-50,1,1,"ethnic,belts,polo",shirt and pants,0.0,18,formals buyer
914,25-34,M,Hyderabad,15,674,good,0,0,May-Jun,Winter,>50,1,0,"ethnic,pants,innerwear",,0.0,3,sports buyer
915,25-34,M,Mumbai,14,2423,good,0,0,Jul-Aug,Diwali,10-30,0,1,"belts,athleisure,polo",pants and belt,0.0,44,formals buyer
916,25-34,F,Delhi,20,2214,bad,0,0,Jan-Feb,Spring,30-50,1,1,"polo,athleisure,pants",,0.0,15,sports buyer
917,25-34,F,Delhi,15,1096,moderate,1,1,Nov-Dec,Spring,30-50,1,1,"innerwear,athleisure,pants",,0.0,11,sports buyer
918,46-60,F,Hyderabad,14,950,good,1,0,Sep-Oct,Spring,30-50,0,0,"innerwear,ethnic,belts",pants and belt,0.0,31,formals buyer
919,35-46,M,Delhi,5,1056,good,0,0,May-Jun,Diwali,<10,1,0,"belts,shirts,innerwear",,0.0,30,sports buyer
920,16-24,M,Mumbai,6,1659,good,0,0,Jan-Feb,Spring,10-30,0,1,"ethnic,shirts,pants",shirt and polo,0.0,0,formals buyer
921,46-60,F,Mumbai,17,3587,moderate,0,0,Jul-Aug,Spring,10-30,1,0,"innerwear,polo,shirts",,0.0,0,sports buyer
922,25-34,M,Delhi,11,1856,moderate,1,1,May-Jun,Diwali,<10,1,0,"shirts,ethnic,innerwear",,0.0,35,sports buyer
923,46-60,F,Hyderabad,16,3766,bad,0,1,Nov-Dec,Spring,30-50,1,0,"pants,innerwear,shirts",shirt and polo,0.0,41,formals buyer
924,35-46,M,Mumbai,12,2556,good,1,0,Jan-Feb,Diwali,>50,0,1,"polo,shirts,athleisure",2 or more pants,0.0,32,formals buyer
925,25-34,F,Mumbai,15,2881,moderate,0,0,May-Jun,Winter,>50,1,0,"innerwear,belts,pants",pants and belt,0.0,9,formals buyer
926,16-24,M,Hyderabad,4,3904,moderate,0,1,Jan-Feb,Spring,10-30,0,0,"innerwear,belts,pants",,0.0,58,sports buyer
927,25-34,F,Hyderabad,18,1516,good,0,0,Jan-Feb,Winter,30-50,1,1,"ethnic,athleisure,pants",shirt and pants,0.0,55,formals buyer
928,25-34,M,Hyderabad,3,2874,good,0,0,Jul-Aug,New Year,30-50,1,1,"innerwear,polo,ethnic",shirt and pants,0.0,46,formals buyer
929,35-46,F,Hyderabad,8,2562,bad,0,0,Sep-Oct,Diwali,>50,0,0,"pants,shirts,ethnic",ethnic and innerwear,0.0,36,ethnic desi
930,25-34,M,Mumbai,3,1338,bad,0,1,Jul-Aug,Diwali,30-50,1,1,"athleisure,pants,belts",pants and belt,0.0,54,formals buyer
931,16-24,F,Delhi,8,2137,good,0,0,Jan-Feb,Diwali,30-50,1,0,"athleisure,polo,innerwear",shirt and polo,0.0,61,formals buyer
932,46-60,F,Delhi,18,725,moderate,1,0,May-Jun,Diwali,<10,1,1,"polo,shirts,belts",,0.0,14,sports buyer
933,60+,F,Mumbai,10,3996,good,0,0,Nov-Dec,Spring,10-30,1,0,"innerwear,ethnic,pants",,0.0,3,sports buyer
934,25-34,F,Delhi,20,2313,moderate,1,0,Jul-Aug,Diwali,<10,1,1,"shirts,athleisure,polo",athleisure and shirt,0.0,3,formals buyer
935,16-24,F,Delhi,17,3979,moderate,0,0,Sep-Oct,Spring,<10,1,1,"pants,belts,polo",,0.0,38,sports buyer
936,25-34,F,Mumbai,8,2660,moderate,0,0,Jan-Feb,New Year,>50,1,1,"pants,polo,innerwear",,0.0,21,sports buyer
937,16-24,M,Hyderabad,11,2520,bad,0,1,Nov-Dec,Spring,30-50,1,0,"ethnic,athleisure,innerwear",athleisure and shirt,0.0,3,formals buyer
938,46-60,F,Delhi,5,1951,moderate,0,0,Jul-Aug,Spring,10-30,1,0,"polo,belts,athleisure",shirt and pants,0.0,4,formals buyer
939,16-24,M,Hyderabad,13,2548,good,1,0,Jul-Aug,Spring,<10,1,1,"innerwear,athleisure,shirts",2 or more shirts,0.0,18,formals buyer
940,25-34,M,Mumbai,5,2813,moderate,0,1,Jul-Aug,Winter,30-50,0,1,"ethnic,shirts,belts",,0.0,7,sports buyer
941,25-34,M,Mumbai,13,2014,good,0,0,Jul-Aug,Diwali,<10,0,0,"ethnic,athleisure,shirts",shirt and pants,0.0,8,formals buyer
942,25-34,M,Delhi,6,1731,good,0,0,Nov-Dec,New Year,>50,1,1,"ethnic,belts,pants",2 or more polo,0.0,13,sports buyer
943,35-46,F,Mumbai,5,2145,good,1,0,May-Jun,New Year,30-50,1,0,"pants,ethnic,innerwear",pants and belt,0.0,58,formals buyer
944,46-60,F,Delhi,9,2235,good,0,1,Sep-Oct,New Year,10-30,0,1,"innerwear,belts,pants",pants and belt,0.0,39,formals buyer
945,16-24,F,Hyderabad,16,3499,moderate,0,0,Sep-Oct,Spring,30-50,1,0,"belts,innerwear,shirts",pants and belt,0.0,2,formals buyer
946,16-24,M,Mumbai,2,3940,good,1,1,Jan-Feb,New Year,>50,1,0,"ethnic,shirts,pants",2 or more shirts,0.0,40,formals buyer
947,16-24,M,Delhi,1,805,moderate,1,1,Mar-Apr,Spring,30-50,1,0,"ethnic,polo,innerwear",ethnic and innerwear,0.0,16,ethnic desi
948,46-60,M,Delhi,8,2559,moderate,0,0,May-Jun,New Year,>50,0,0,"ethnic,innerwear,shirts",,0.0,58,sports buyer
949,46-60,M,Mumbai,19,3916,good,0,0,Jan-Feb,Winter,10-30,1,1,"polo,innerwear,ethnic",shirt and polo,0.0,9,formals buyer
950,25-34,M,Hyderabad,11,2223,bad,0,0,Jan-Feb,Winter,<10,0,1,"pants,shirts,polo",shirt and polo,0.0,56,formals buyer
951,35-46,M,Hyderabad,12,2189,good,0,1,Jul-Aug,New Year,<10,0,0,"pants,innerwear,ethnic",2 or more polo,0.0,92,sports buyer
952,35-46,M,Delhi,12,2017,good,0,0,Mar-Apr,Diwali,10-30,1,0,"innerwear,ethnic,belts",,0.0,13,sports buyer
953,16-24,F,Delhi,7,1891,moderate,0,1,Mar-Apr,Winter,30-50,0,0,"ethnic,athleisure,belts",,0.0,30,sports buyer
954,46-60,F,Delhi,13,3484,good,1,0,May-Jun,Winter,30-50,1,0,"polo,ethnic,pants",ethnic and innerwear,0.0,10,ethnic desi
955,25-34,F,Hyderabad,8,919,good,1,0,Mar-Apr,Diwali,>50,1,0,"ethnic,athleisure,belts",athleisure and shirt,0.0,43,formals buyer
956,25-34,F,Delhi,9,3436,moderate,0,0,Jan-Feb,New Year,30-50,1,1,"ethnic,pants,polo",2 or more pants,0.0,5,formals buyer
957,25-34,F,Delhi,7,2718,moderate,0,1,Mar-Apr,Winter,>50,1,1,"innerwear,ethnic,belts",pants and belt,0.0,24,formals buyer
958,16-24,M,Hyderabad,15,633,good,0,1,Mar-Apr,Spring,10-30,1,1,"pants,ethnic,athleisure",ethnic and innerwear,0.0,34,ethnic desi
959,16-24,F,Mumbai,2,2530,bad,0,0,Sep-Oct,Diwali,<10,1,1,"ethnic,shirts,athleisure",athleisure and shirt,0.0,25,formals buyer
960,35-46,F,Hyderabad,20,3512,moderate,1,1,Jan-Feb,Spring,30-50,1,0,"polo,pants,belts",2 or more pants,0.0,23,formals buyer
961,16-24,M,Mumbai,12,1950,bad,0,0,Nov-Dec,Winter,10-30,1,1,"athleisure,ethnic,belts",athleisure and shirt,0.0,15,formals buyer
962,35-46,M,Mumbai,1,3596,good,1,0,Mar-Apr,Winter,>50,1,1,"shirts,polo,belts",shirt and pants,0.0,8,formals buyer
963,16-24,F,Mumbai,8,2053,moderate,0,1,Mar-Apr,Spring,10-30,0,1,"belts,polo,shirts",shirt and polo,0.0,13,formals buyer
964,25-34,M,Hyderabad,5,3761,bad,0,0,Jul-Aug,Spring,10-30,1,1,"belts,polo,innerwear",pants and belt,0.0,11,formals buyer
965,25-34,F,Hyderabad,15,1664,moderate,0,0,Mar-Apr,Diwali,30-50,1,1,"shirts,athleisure,innerwear",2 or more shirts,0.0,48,formals buyer
966,25-34,F,Delhi,1,2369,moderate,0,1,Mar-Apr,Winter,>50,1,0,"innerwear,belts,ethnic",,0.0,19,sports buyer
967,35-46,M,Delhi,1,2319,good,1,1,Sep-Oct,Diwali,<10,1,1,"ethnic,belts,athleisure",ethnic and innerwear,0.0,54,ethnic desi
968,25-34,M,Delhi,10,3205,good,0,1,Jan-Feb,Winter,10-30,1,0,"belts,ethnic,athleisure",,0.0,34,sports buyer
969,25-34,M,Hyderabad,10,3886,good,1,0,May-Jun,New Year,<10,1,0,"polo,ethnic,innerwear",,0.0,17,sports buyer
970,25-34,M,Delhi,15,1842,good,0,0,Jan-Feb,Winter,10-30,1,0,"polo,pants,shirts",2 or more shirts,0.0,6,formals buyer
971,35-46,M,Mumbai,17,1964,bad,0,1,Jul-Aug,Diwali,<10,1,1,"shirts,ethnic,pants",ethnic and innerwear,0.0,6,ethnic desi
972,46-60,F,Mumbai,6,3663,good,0,1,Jan-Feb,Spring,>50,0,1,"polo,belts,athleisure",pants and belt,0.0,53,formals buyer
973,35-46,M,Hyderabad,3,2726,bad,0,0,Mar-Apr,Diwali,>50,0,1,"athleisure,polo,belts",,0.0,11,sports buyer
974,16-24,M,Delhi,13,1579,bad,1,0,Jul-Aug,Spring,30-50,1,1,"innerwear,ethnic,athleisure",,0.0,14,sports buyer
975,16-24,M,Mumbai,16,1678,good,0,0,Jan-Feb,Winter,>50,0,0,"innerwear,belts,athleisure",,0.0,34,sports buyer
976,25-34,F,Mumbai,8,2195,good,1,1,Jul-Aug,Spring,30-50,1,0,"shirts,belts,pants",pants and belt,0.0,18,formals buyer
977,25-34,M,Hyderabad,15,610,bad,0,1,May-Jun,Spring,10-30,1,0,"shirts,belts,pants",pants and belt,0.0,30,formals buyer
978,16-24,M,Mumbai,17,2684,bad,1,0,Jan-Feb,Diwali,30-50,0,1,"polo,belts,shirts",shirt and pants,0.0,14,formals buyer
979,25-34,F,Delhi,17,2779,good,1,0,Nov-Dec,Winter,30-50,1,0,"athleisure,innerwear,shirts",,0.0,29,sports buyer
980,25-34,F,Hyderabad,13,3539,good,0,1,Mar-Apr,Spring,<10,1,1,"polo,athleisure,ethnic",shirt and pants,0.0,29,formals buyer
981,25-34,M,Delhi,17,967,moderate,0,0,Jul-Aug,Spring,>50,1,0,"athleisure,polo,innerwear",athleisure and shirt,0.0,96,formals buyer
982,35-46,F,Mumbai,6,3279,moderate,1,0,Nov-Dec,Spring,30-50,1,0,"shirts,innerwear,athleisure",athleisure and shirt,0.0,22,formals buyer
983,16-24,M,Delhi,17,3028,good,0,0,Nov-Dec,Spring,10-30,1,1,"pants,athleisure,innerwear",athleisure and shirt,0.0,45,formals buyer
984,16-24,M,Hyderabad,16,3639,moderate,0,1,Sep-Oct,New Year,10-30,1,1,"athleisure,shirts,polo",,0.0,14,sports buyer
985,35-46,M,Delhi,14,1313,good,0,0,Jul-Aug,Spring,30-50,1,0,"ethnic,shirts,innerwear",,0.0,14,sports buyer
986,25-34,M,Hyderabad,13,1772,good,1,0,Nov-Dec,Spring,>50,1,1,"athleisure,belts,polo",,0.0,55,sports buyer
987,35-46,F,Mumbai,6,1493,good,0,0,Sep-Oct,Winter,10-30,0,1,"shirts,pants,belts",2 or more polo,0.0,38,sports buyer
988,25-34,M,Delhi,3,2531,good,0,1,Nov-Dec,Winter,>50,1,1,"polo,belts,ethnic",2 or more pants,0.0,16,formals buyer
989,16-24,M,Delhi,14,822,good,0,1,Mar-Apr,Diwali,>50,0,1,"belts,ethnic,athleisure",pants and belt,0.0,32,formals buyer
990,46-60,F,Hyderabad,14,3469,good,0,1,May-Jun,New Year,10-30,1,0,"athleisure,ethnic,pants",2 or more polo,0.0,3,sports buyer
991,35-46,F,Mumbai,15,1403,good,0,0,Sep-Oct,Diwali,30-50,0,0,"shirts,belts,innerwear",pants and belt,0.0,8,formals buyer
992,35-46,M,Hyderabad,8,2041,good,0,1,May-Jun,Diwali,30-50,0,0,"polo,innerwear,ethnic",shirt and polo,0.0,38,formals buyer
993,25-34,F,Delhi,15,2499,good,0,0,Jul-Aug,Spring,30-50,1,1,"ethnic,belts,athleisure",pants and belt,0.0,10,formals buyer
994,25-34,M,Mumbai,13,2315,bad,1,1,Mar-Apr,Winter,<10,1,0,"athleisure,polo,shirts",,0.0,11,sports buyer
995,25-34,F,Mumbai,17,3153,good,1,0,Sep-Oct,Diwali,<10,1,0,"ethnic,innerwear,shirts",,0.0,11,sports buyer
996,16-24,F,Hyderabad,3,2976,good,0,0,Jul-Aug,New Year,30-50,0,1,"pants,ethnic,polo",shirt and pants,0.0,18,formals buyer
997,46-60,F,Mumbai,6,3840,moderate,1,1,Nov-Dec,Winter,30-50,1,1,"belts,athleisure,innerwear",athleisure and shirt,0.0,14,formals buyer
998,16-24,M,Mumbai,5,647,bad,0,1,Jan-Feb,Winter,30-50,1,0,"innerwear,pants,athleisure",,0.0,46,sports buyer
999,60+,M,Mumbai,17,1641,good,0,1,Jul-Aug,Spring,30-50,1,1,"shirts,innerwear,polo",2 or more shirts,0.0,15,formals buyer
1000,25-34,M,Hyderabad,2,1349,moderate,1,0,May-Jun,Spring,30-50,0,1,"pants,polo,shirts",pants and belt,0.0,84,formals buyer
